user_id,item_id
27317801,13653568
27795908,8747111
28883723,260226898
28883723,13504495
29499215,77051146
29499215,391850817
29518607,1181345
31182685,332581378
31182685,73233753
31182685,134493168
31182685,300199661
51813809,972416
32079118,23362852
3320605,34614168
3320605,215243753
3320605,213322469
3320605,60584974
3320605,205443169
3320605,362277971
3320605,54004640
3320605,305586968
34452439,60906192
34452439,300690027
35318524,117058179
35520386,93706040
35520386,366127367
35520386,389218906
35702135,264042045
36090836,189286725
36639152,366484499
36656480,31123422
36656480,63093626
36901706,302608469
37100390,76934427
37100390,399051184
37100390,114936116
41558392,198484425
41558392,58422127
41686678,385753960
42966754,181427662
4320107,28837902
43484740,122728309
46729748,210012720
46729748,310695911
48790890,113663460
62164715,257492055
62164715,133142898
49221063,76942520
49235565,61973927
49667649,204929678
49667649,233330053
49669986,380616728
49669986,102956996
49669986,178817410
49669986,214487011
49669986,367180865
50202820,325100443
50936650,156885786
51318043,99705326
51813809,43644196
51813809,118729930
53667812,205032147
5371991,131188564
54057266,144665815
54357473,121822185
54357473,333569241
54594113,40554502
55100099,9359186
55100099,4615129
55100099,2837657
56708793,383720130
56818905,192196843
57460275,232458547
58399743,217054155
58632405,164839096
58891608,140849766
61432703,215191302
61432703,295094478
62164715,72666736
6270956,274921888
63220007,291782506
